product,sale_date,category,quantity,total_price,total_profit,payment_type,customer_id,location,gender,age_band,year,quarter,page
Blue Corbed Sandals,2025-02-12,Children — Boys Clothing,1,18.5,9.44,Debit Card,2128,Dublin,F,45—54,2025,1,7
Multi Llama Vests Three Pack,2025-02-12,Children — Girls Clothing,1,17.5,8.93,Debit Card,7744,Tipperary,Male,Range 35-44,2025,1,7
Dark Blue Belted Jeans,2025-02-12,Men  — Jeans,1,29.0,11.6,Debit Card,11375,Longford,F,Group 25-34,2025,1,7
Floral Embroidered Kaftan,2025-02-12,Children — Girls Clothing,-1,32.0,16.32,Debit Card,19187,Dublin,Male,18-24,2025,1,7
Navy Linen Blend Dress,2025-02-12,Women  — Dresses,1,30.0,15.0,Debit Card,4925,Kildare,Female,18-24,2025,1,7
Black Slim Fit Jeans,2025-02-12,Men — Jeans,1,46.0,18.4,PayPal,3706,Dublin,F,Group 18—24,2025,1,7
Mid Blue Straight Fit Jeans,2025-02-13,Men — Jeans,1,38.0,15.2,Debit Card,4603,Kerry,Prefer not to say,45-54,2025,1,7
Light Blue Slim Fit Short Sleeve Stretch Shirt,2025-02-13,Men —  Shirts,1,21.15,6.58,Debit Card,4417,Limerick,Female,Group 18—24,2025,1,7
Navy Crew and Jogger Set,2025-02-13,Children — Boys Clothing,3,47.25,21.52,Debit Card,17512,Kildare,Female,Category 55–64,2025,1,7
Fancy Ballerina Shoes,2025-02-13,Men — Shoes,3,129.0,58.05,Credit Card,6041,Dublin,Male,Group 25—34,2025,1,7
Blue Floral Embroidered Mac,2025-02-13,Children — Girls Clothing,1,35.0,17.85,Voucher,5995,Sligo,Male,Category 25-34,2025,1,7
Mid Blue Straight Fit Jeans,2025-02-13,Men — Jeans,1,38.0,15.2,Debit Card,16297,Dublin,Female,Category 25–34,2025,1,7
Black Single Cuff Shirt,2025-02-13,Men — Shirts,2,75.6,23.52,Credit Card,18019,Tipperary,Male,Group 45-54,2025,1,7
Pink Linen Blend Parallel Trousers,2025-02-13,Men — Trousers,1,35.0,17.15,Voucher,6302,Cork,Female,Category 55—64,2025,1,8
White Short Sleeve Oxford Shirt,2025-02-14,Men  — Shirts,1,53.0,20.14,CC,10356,Cork,F,25-34,2025,1,8
Floral Embroidered Kaftan,2025-02-14,Children  — Girls Clothing,2,64.0,32.64,Debit Card,19562,Wexford,Female,Category 25-34,2025,1,8
Blue Puff Sleeve T-shirt Five Pack,2025-02-14,Children — Girls Clothing,3,64.5,32.9,Debit Card,15234,Laois,Male,25-34,2025,1,8
Dark Blue Belted Jeans,2025-02-15,Men —  Jeans,1,29.0,11.6,Debit Card,5181,Monaghan,M,25-34,2025,1,8
Black Full Length Leggings,2025-02-15,Men —  Trousers,1,46.0,22.54,Credit Card,4159,Wexford,Male,35-44,2025,1,8
Navy Chino Trousers,2025-02-16,Men — Trousers,3,108.0,52.92,Voucher,4600,Louth,Male,Category 55-64,2025,1,8
Light Grey Straight Fit Jeans,2025-02-16,Men —  Jeans,2,58.0,23.2,Credit Card,9378,Galway,F,Category 25–34,2025,1,8
Double Wall Mug,2025-02-16,Homeware — Design,1,12.5,5.0,Credit Card,1728,Cork,Female,Category 25–34,2025,1,8
Navy Suede Loafers,2025-02-16,Women — Shoes,1,31.5,12.25,Pay Pal,13603,Wexford,Male,Range 45-54,2025,1,8
Black Single Cuff Shirt,2025-02-16,Men — Shirts,1,37.8,11.76,Credit Card,6722,Kildare,Female,Range 35-44,2025,1,8
Pink Linen Blend Parallel Trousers,2025-02-16,Men — Trousers,1,35.0,17.15,Credit Card,7547,Galway,Male,25—34,2025,1,8
Hawaiian Print Sun Safe Two Piece,2025-02-16,Children — Girls Clothing,1,17.5,8.93,Debit  Card,16181,Dublin,Female,Group 55—64,2025,1,8
Pink Slim Fit Double Cuff Shirt,2025-02-16,Men — Shirts,1,29.0,11.02,Debit Card,10247,Kildare,Male,Range 35-44,2025,1,8
Black Single Cuff Shirt,2025-02-17,Men — Shirts,-1,42.0,15.96,Credit Card,5908,Kildare,Female,Range 25–34,2025,1,8
White Colour Block T–Shirt,2025-02-17,Children — Boys Clothing,2,45.0,22.95,Credit Card,16584,Dublin,F,45—54,2025,1,8
Light Blue Ditsy Slub Dress,2025-02-17,Women — Dresses,1,20.25,9.0,Debit Card,13806,Cork,M,Range 35–44,2025,1,8
Lilac/Mint Long Sleeve Shirts,2025-02-18,Children — Girls Clothing,2,52.0,26.52,CC,5083,Dublin,Female,Category 25-34,2025,1,8
Dark Blue Belted Jeans,2025-02-18,Men — Jeans,1,29.0,11.6,Credit Card,1603,Dublin,Female,25-34,2025,1,8
Navy Crew and Jogger Set,2025-02-18,Children — Boys Clothing,1,17.5,8.93,Credit Card,18428,Dublin,Male,Group 25–34,2025,1,8
Orange/Navy Shorts Three Pack,2025-02-18,Children  — Girls Clothing,1,16.5,8.41,Credit Card,18347,Dublin,F,Category 35—44,2025,1,8
Ultimate Feels Like Down Duvet,2025-02-18,Homeware — Bed Bath,2,122.4,34.0,Credit Card,19441,Galway,Female,Category 18–24,2025,1,8
Black Slim Fit Jeans,2025-02-18,Men —  Jeans,1,46.0,18.4,Credit Card,1397,Dublin,Female,Category 45—54,2025,1,8
Pink Cheque Shirt Dress,2025-02-19,Children — Girls Clothing,1,16.5,8.41,Debit Card,17422,Cork,M,Group 25—34,2025,1,8
Multi Short Sleeve Character T–shirt,2025-02-19,Children — Boys Clothing,1,16.5,8.41,Credit Card,9025,Dublin,F,55-64,2025,1,8
Grey Marl Panda Face Crew,2025-02-19,Children — Boys Clothing,1,11.5,5.87,Credit Card,6278,Cork,Female,25-34,2025,1,8
Black Skinny Zip Trousers,2025-02-19,Men — Trousers,1,41.4,17.94,Credit Card,13544,Waterford,Male,Group 25-34,2025,1,8
Coral Plisse Dress,2025-02-19,Women —  Dresses,1,36.0,16.0,Credit Card,7566,Dublin,Male,Category 25-34,2025,1,8
Dark Blue Belted Jeans,2025-02-19,Men — Jeans,1,29.0,11.6,Debit Card,13094,Galway,F,18-24,2025,1,8
White Cropped Leggings,2025-02-20,Men — Trousers,1,35.0,17.15,Debit Card,8653,Dublin,Male,Category 55—64,2025,1,8
Mid Blue Straight Fit Jeans,2025-02-20,Men — Jeans,2,76.0,30.4,PayPal,3806,Limerick,F,Group 18–24,2025,1,9
Navy Jersey Joggers,2025-02-20,Men — Trousers,1,24.0,11.76,Credit Card,2253,Wicklow,Female,35-44,2025,1,9
Rose Print Prom Dress,2025-02-20,Children — Girls Clothing,2,74.0,37.74,CC,1087,Louth,M,Group 55-64,2025,1,9
Navy Chino Trousers,2025-02-20,Men — Trousers,3,108.0,52.92,Debit Card,19009,Dublin,F,Category 35-44,2025,1,9
Dark Wash Straight Fit Jeans,2025-02-21,Men — Jeans,1,33.0,13.2,Debit Card,1878,Donegal,Female,Group 35—44,2025,1,9
Hawaiian Print Sun Safe Two Piece,2025-02-21,Children — Girls Clothing,2,35.0,17.85,Voucher,8756,Donegal,Male,Group 65+,2025,1,9
White Tie and Shirt Set,2025-02-21,Men — Shirts,1,35.0,13.3,Credit  Card,11919,Limerick,Male,Group 35—44,2025,1,9
Chevron Pattern Towering Heels,2025-02-21,Men — Shoes,1,57.0,25.65,Credit Card,10266,Monaghan,M,Category 55–64,2025,1,9
Pink Slim Fit Double Cuff Shirt,2025-02-21,Men — Shirts,1,29.0,11.02,Debit Card,17803,Louth,Male,Group None,2025,1,9
Black Cigarette Trousers,2025-02-21,Men — Trousers,2,48.0,23.52,Credit Card,18931,Dublin,Female,Range 35–44,2025,1,9
Red Wing Iron Ranger Boot,2025-02-21,Men — Shoes,1,87.0,39.15,Credit Card,10150,Dublin,Female,Range 18–24,2025,1,9
Ayres Chambray Top,2025-02-22,Women — Tops,1,56.7,31.5,Credit Card,7466,Roscommon,Male,Group 45-54,2025,1,9
Lattice Runner,2025-02-22,Homeware — Design,2,154.8,51.6,Credit Card,18019,Tipperary,Male,Range 45-54,2025,1,9
Floral Embroidered Kaftan,2025-02-22,Children — Girls Clothing,2,64.0,32.64,Credit Card,18769,Dublin,Female,Category 35-44,2025,1,9
Floral Embroidered Kaftan,2025-02-22,Children — Girls Clothing,2,57.6,26.24,CC,5697,Wicklow,Male,25–34,2025,1,9
Pink Cheque Shirt Dress,2025-02-22,Children — Girls Clothing,1,16.5,8.41,Debit Card,7872,Galway,Male,Category 25-34,2025,1,9
Pink Cheque Shirt Dress,2025-02-22,Children — Girls Clothing,1,16.5,8.41,Credit Card,15500,Cork,Female,Group 35–44,2025,1,9
Light Grey Straight Fit Jeans,2025-02-22,Men — Jeans,1,29.0,11.6,PayPal,7881,Dublin,Male,Category 35-44,2025,1,9
White Short Sleeve Oxford Shirt,2025-02-22,Men — Shirts,1,53.0,20.14,Debit Card,5138,Donegal,Female,Group 35-44,2025,1,9
Camp Stool,2025-02-23,Homeware  — Design,7,115.5,46.2,Credit  Card,4298,Dublin,Female,Group 25-34,2025,1,9
Black Loose Fit Jeans,2025-02-23,Men — Jeans,1,29.0,11.6,Credit Card,2181,Dublin,Male,None,2025,1,9
Hawaiian Print Sun Safe Two Piece,2025-02-23,Children  — Girls Clothing,2,35.0,17.85,Voucher,8166,Kilkenny,Female,Category 55-64,2025,1,9
Long Sleeve Swing Shirt,2025-02-23,Women — Tops,1,31.5,17.5,Debit Card,16069,Kerry,Female,Range 18-24,2025,1,9
Dark Wash Straight Fit Jeans,2025-02-23,Men — Jeans,1,33.0,13.2,Credit Card,1634,Cavan,M,Group 25—34,2025,1,9
Tan Leather Woven Slingbacks,2025-02-23,Men — Shoes,1,38.7,15.05,Debit Card,6112,Kildare,Male,Range 35-44,2025,1,9
Lattice Runner,2025-02-24,Homeware — Design,1,86.0,34.4,Credit Card,4862,Dublin,Prefer not to say,Group 35-44,2025,1,9
Orange/Navy Shorts Three Pack,2025-02-24,Children — Girls Clothing,1,16.5,8.41,Debit Card,12125,Galway,F,Group 25-34,2025,1,9
Blue Puff Sleeve T-shirt Five Pack,2025-02-25,Children — Girls Clothing,3,64.5,32.9,Credit Card,8962,Wicklow,Female,Category 45-54,2025,1,9
White Polo Two Pack,2025-02-25,Children  — Girls Clothing,2,15.0,7.65,Voucher,10078,Dublin,F,Category 35-44,2025,1,9
White Polo Two Pack,2025-02-25,Children — Girls  Clothing,1,6.75,3.08,Credit Card,12266,Galway,Female,Group 25—34,2025,1,9
Light Blue Ditsy Slub Dress,2025-02-25,Women — Dresses,1,22.5,11.25,Debit Card,9897,Louth,Female,Range 25-34,2025,1,10
Light Blue Ditsy Slub Dress,2025-02-25,Women — Dresses,1,22.5,11.25,Debit Card,12159,Dublin,Male,Range 35–44,2025,1,10
White Colour Block T-Shirt,2025-02-25,Children — Boys Clothing,2,45.0,22.95,Debit Card,3819,Cork,M,25-34,2025,1,10
Hawaiian Print Sun Safe Two Piece,2025-02-26,Children — Girls Clothing,2,31.5,14.35,Voucher,17397,Limerick,M,55-64,2025,1,10
Dawson Trolley,2025-02-26,Homeware — Design,1,57.0,22.8,Credit Card,3091,Dublin,Female,Category 35—44,2025,1,10
Mid Blue Straight Fit Jeans,2025-02-26,Men — Jeans,1,38.0,15.2,Credit Card,15322,Leitrim,Female,55—64,2025,1,10
Black Loose Fit Jeans,2025-02-26,Men — Jeans,1,29.0,11.6,Debit Card,11891,Sligo,Prefer not to say,Group 25—34,2025,1,10
Red Joggers Two Pack,2025-02-27,Children — Boys Clothing,1,13.5,6.15,Debit Card,18019,Tipperary,M,Range 45-54,2025,1,10
White Short Sleeve Bird Print Shirt,2025-02-27,Men — Shirts,1,29.0,11.02,Credit Card,17072,Waterford,F,Category 25—34,2025,1,10
Black Skinny Fit Jeans,2025-02-27,Men — Jeans,1,41.4,13.8,Debit Card,7562,Kerry,M,18-24,2025,1,10
Chevron Pattern Towering Heels,2025-02-27,Men — Shoes,1,57.0,25.65,Credit Card,12781,Dublin,Female,Category 25-34,2025,1,10
Mola Headlamp,2025-02-27,Homeware — Design,2,86.0,34.4,Credit Card,16822,Waterford,Female,25–34,2025,1,10
White Cropped Leggings,2025-02-27,Men — Trousers,1,35.0,17.15,Debit Card,3812,Dublin,F,35–44,2025,1,10
Black Full Length Leggings,2025-02-27,Men — Trousers,1,46.0,22.54,Debit  Card,2181,Dublin,Male,None,2025,1,10
Dark Wash Straight Fit Jeans,2025-02-27,Men —  Jeans,1,33.0,13.2,Debit Card,12394,Cork,Male,Range 35-44,2025,1,10
Mid Blue Straight Fit Jeans,2025-02-28,Men — Jeans,1,38.0,15.2,Debit Card,17403,Kildare,M,Group 55-64,2025,1,10
Navy Linen Blend Dress,2025-02-28,Women — Dresses,1,30.0,15.0,Debit Card,6453,Laois,F,18-24,2025,1,10
Double Wall Mug,2025-02-28,Homeware — Design,1,12.5,5.0,Credit Card,3419,Dublin,M,Category 35-44,2025,1,10
Lilac/Mint Long Sleeve Shirts,2025-02-28,Children  — Girls Clothing,1,26.0,13.26,Debit Card,10750,Roscommon,Prefer not to say,Group 25-34,2025,1,10
Dawson Trolley,2025-02-28,Homeware — Design,1,57.0,22.8,CC,4650,Dublin,Male,Group 18–24,2025,1,10
Floral Embroidered Kaftan,2025-02-28,Children — Girls Clothing,2,64.0,32.64,Credit Card,6509,Waterford,Male,Category 25–34,2025,1,10
Hawaiian Print Sun Safe Two Piece,2025-02-28,Children — Girls Clothing,1,17.5,8.93,Credit Card,17387,Dublin,Female,Category 35–44,2025,1,10
Black Skinny Fit Jeans,2025-02-28,Men — Jeans,1,46.0,18.4,Debit Card,1887,Leitrim,Female,45-54,2025,1,10
Pink Cheque Shirt Dress,2025-02-28,Children — Girls Clothing,1,16.5,8.41,Debit  Card,14572,Donegal,Male,18—24,2025,1,10
Navy Crew and Jogger Set,2025-03-01,Children — Boys Clothing,1,17.5,8.93,Pay Pal,5487,Dublin,Male,Group 25-34,2025,1,10
Light Grey Straight Fit Jeans,2025-03-01,Men — Jeans,1,29.0,11.6,Credit Card,7337,Offaly,Female,Group 18–24,2025,1,10
White Tie and Shirt Set,2025-03-01,Men — Shirts,1,31.5,9.8,Credit Card,13541,Louth,F,Range 25-34,2025,1,10
Black Skinny Fit Ultra Flex Jeans,2025-03-01,Men — Jeans,1,33.0,13.2,Debit Card,15425,Waterford,Female,Category 35—44,2025,1,10
White Polo Two Pack,2025-03-02,Children — Girls Clothing,1,7.5,3.83,PayPal,8859,Waterford,Male,Category 35-44,2025,1,10
Black Loose Fit Jeans,2025-03-02,Men — Jeans,1,29.0,11.6,Credit Card,17072,Waterford,Female,25—34,2025,1,10
Blue Corbed Sandals,2025-03-02,Children — Boys Clothing,1,18.5,9.44,Debit Card,3194,Louth,Male,Group 25-34,2025,1,11
Black Full Length Leggings,2025-03-02,Men — Trousers,1,41.4,17.94,Credit Card,5037,Dublin,Male,Range 25–34,2025,1,11
Mid Blue Straight Fit Jeans,2025-03-03,Men — Jeans,1,38.0,15.2,Debit  Card,13381,Westmeath,Prefer not to say,Group 35-44,2025,1,11
Blue Stripe Snuggle Fit Pyjamas,2025-03-03,Children — Boys Clothing,1,18.5,9.44,Credit Card,11662,Cork,Female,35-44,2025,1,11
Black Single Cuff Shirt,2025-03-03,Men — Shirts,1,42.0,15.96,Credit Card,10356,Cork,Female,Category 25–34,2025,1,11
Black Jersey Denim Leggings,2025-03-04,Men — Trousers,1,57.0,27.93,Credit Card,3806,Limerick,Female,Range 18—24,2025,1,11
Pink Slim Fit Double Cuff Shirt,2025-03-04,Men — Shirts,1,29.0,11.02,Credit Card,1078,Dublin,Female,35—44,2025,1,11
Mola Headlamp,2025-03-04,Homeware —  Design,2,86.0,34.4,Credit Card,19487,Limerick,F,Group 18–24,2025,1,11
Multi Short Sleeve Character T-shirt,2025-03-04,Children — Boys Clothing,1,16.5,8.41,Credit Card,4186,Dublin,Male,Group 25-34,2025,1,11
Black Cigarette Trousers,2025-03-05,Men — Trousers,2,48.0,23.52,Credit Card,10894,Waterford,Female,25—34,2025,1,11
Pink Cheque Shirt Dress,2025-03-05,Children — Girls Clothing,1,16.5,8.41,Credit Card,1456,Waterford,Prefer not to say,Range 45—54,2025,1,11
Black Loose Fit Jeans,2025-03-05,Men — Jeans,1,29.0,11.6,Debit Card,13144,Laois,Female,Range 25–34,2025,1,11
Multi Llama Vests Three Pack,2025-03-05,Children — Girls Clothing,1,17.5,8.93,Credit Card,13537,Dublin,Female,Range 35—44,2025,1,11
White Short Sleeve Oxford Shirt,2025-03-05,Men — Shirts,1,53.0,20.14,Debit Card,17812,Cork,Male,35—44,2025,1,11
Black Skinny Fit Ultra Flex Jeans,2025-03-06,Men —  Jeans,1,33.0,13.2,Debit Card,17222,Kerry,Female,Range 25-34,2025,1,11
Metallic Cross Strap Block Heels,2025-03-06,Men — Shoes,1,65.0,29.25,Credit Card,8387,Clare,M,Group 18-24,2025,1,11
Lilac/Mint Long Sleeve Shirts,2025-03-06,Children — Girls Clothing,1,26.0,13.26,Credit Card,2166,Meath,Male,Category 18-24,2025,1,11
Blue Stripe Snuggle Fit Pyjamas,2025-03-06,Children — Boys Clothing,2,37.0,18.87,Debit Card,15803,Dublin,Prefer not to say,Category 25-34,2025,1,11
Multi Short Sleeve Character T-shirt,2025-03-06,Children — Boys Clothing,1,16.5,8.41,Credit Card,6266,Cork,F,35-44,2025,1,11
Black Skinny Fit Jeans,2025-03-06,Men — Jeans,1,46.0,18.4,Credit Card,4019,Dublin,M,35–44,2025,1,11
Navy Linen Blend Dress,2025-03-06,Women — Dresses,1,30.0,15.0,CC,18037,Galway,Female,Category 25-34,2025,1,11
Dark Blue Belted Jeans,2025-03-07,Men — Jeans,1,29.0,11.6,PayPal,9481,Roscommon,Female,18-24,2025,1,11
Blue Puff Sleeve T-shirt Five Pack,2025-03-07,Children — Girls Clothing,2,43.0,21.93,Credit Card,18781,Kilkenny,M,25—34,2025,1,11
Blue Puff Sleeve T-shirt Five Pack,2025-03-07,Children — Girls Clothing,2,43.0,21.93,Debit Card,6275,Westmeath,M,35–44,2025,1,11
Black Skinny Fit Ultra Flex Jeans,2025-03-07,Men — Jeans,1,33.0,13.2,Debit Card,16106,Dublin,M,Category 35-44,2025,1,11
Red Wing Iron Ranger Boot,2025-03-07,Women —  Shoes,1,78.3,30.45,PayPal,4029,Tipperary,Prefer not to say,Category 18–24,2025,1,11
White Cropped Leggings,2025-03-07,Men —  Trousers,1,35.0,17.15,Voucher,5334,Dublin,Female,35-44,2025,1,11
Navy Linen Blend Dress,2025-03-07,Women — Dresses,1,30.0,15.0,Credit Card,9816,Tipperary,Male,Category 25-34,2025,1,11
Blue Puff Sleeve T-shirt Five Pack,2025-03-07,Children — Girls Clothing,1,21.5,10.96,Debit Card,1706,Waterford,Male,Range None,2025,1,11
Red Wing Iron Ranger Boot,2025-03-07,Women — Shoes,1,78.3,30.45,Debit Card,16069,Kerry,Female,Range 18-24,2025,1,11
Black Loose Fit Jeans,2025-03-07,Men — Jeans,1,29.0,11.6,Credit Card,15037,Waterford,Male,Group 25—34,2025,1,12
White Short Sleeve Geo Print Shirt,2025-03-08,Men — Shirts,1,24.3,7.56,Credit Card,14437,Dublin,Female,Group 25-34,2025,1,12
White Short Sleeve Oxford Shirt,2025-03-08,Men — Shirts,1,53.0,20.14,Debit Card,2581,Cork,Male,25–34,2025,1,12
Floral Embroidered Kaftan,2025-03-08,Children — Girls Clothing,1,32.0,16.32,CC,16497,Galway,Female,Group 25–34,2025,1,12
Blue Floral Embroidered Mac,2025-03-09,Children — Girls Clothing,1,35.0,17.85,Credit Card,7937,Cork,M,Range 25-34,2025,1,12
White Short Sleeve Oxford Shirt,2025-03-09,Men — Shirts,1,53.0,20.14,CC,2281,Donegal,Female,Group 45—54,2025,1,12
Hawaiian Print Sun Safe Two Piece,2025-03-10,Children — Girls Clothing,1,17.5,8.93,CC,10331,Dublin,Female,Range 55-64,2025,1,12
White Polo Two Pack,2025-03-10,Children — Girls Clothing,2,15.0,7.65,Credit Card,5365,Dublin,Prefer not to say,Range 18-24,2025,1,12
Gertrude Cardigan,2025-03-10,Women — Tops,1,21.6,12.0,CC,12541,Limerick,Male,Group 35–44,2025,1,12
White Short Sleeve Bird Print Shirt,2025-03-10,Men — Shirts,1,29.0,11.02,Debit Card,15294,Limerick,F,Group 55-64,2025,1,12
Multi Short Sleeve Character T-shirt,2025-03-10,Children — Boys Clothing,1,16.5,8.41,Debit Card,4800,Dublin,Male,Category 25-34,2025,1,12
Mola Headlamp,2025-03-10,Homeware — Design,2,86.0,34.4,Credit  Card,5936,Cavan,M,25—34,2025,1,12
Juliette Pullover,2025-03-10,Women — Tops,1,47.7,26.5,PayPal,7562,Kerry,Male,18-24,2025,1,12
Pink Slim Fit Double Cuff Shirt,2025-03-11,Men — Shirts,1,29.0,11.02,Debit Card,6613,Cork,F,Range 35—44,2025,1,12
Blue Corbed Sandals,2025-03-11,Children — Boys Clothing,1,18.5,9.44,Credit Card,10137,Cork,F,Category 35-44,2025,1,12
White Short Sleeve Oxford Shirt,2025-03-11,Men —  Shirts,1,53.0,20.14,Debit Card,1700,Cork,Male,None,2025,1,12
Soft Velour Eyelet Lined Curtains,2025-03-11,Homeware — Design,4,424.0,169.6,CC,6423,Limerick,M,Category 35–44,2025,1,12
Lattice Runner,2025-03-11,Homeware — Design,4,344.0,137.6,Credit Card,11178,Cavan,F,18-24,2025,1,12
Hawaiian Print Sun Safe Two Piece,2025-03-11,Children — Girls Clothing,1,15.75,7.17,Credit Card,17197,Dublin,F,Category 25-34,2025,1,12
Juliette Pullover,2025-03-11,Women — Tops,1,47.7,26.5,PayPal,7850,Galway,Female,Range 18—24,2025,1,12
Blue Floral Embroidered Mac,2025-03-12,Children — Girls Clothing,1,31.5,14.35,CC,4928,Dublin,F,35–44,2025,1,12
Black Skinny Zip Trousers,2025-03-12,Men —  Trousers,1,46.0,22.54,Credit Card,7919,Monaghan,Male,Range 25-34,2025,1,12
Hawaiian Print Sun Safe Two Piece,2025-03-12,Children — Girls Clothing,2,35.0,17.85,CC,1228,Dublin,Male,25-34,2025,1,12
Leather Court Shoes,2025-03-12,Men —  Shoes,3,111.0,49.95,Debit Card,12522,Wicklow,Male,35-44,2025,1,12
Mid Blue Slim Fit Ultra Flex Jeans,2025-03-12,Men — Jeans,1,48.0,19.2,Debit Card,4646,Dublin,Male,Range 18-24,2025,1,12
Dawson Trolley,2025-03-12,Homeware — Design,1,57.0,22.8,Credit Card,15322,Leitrim,Female,Category 55-64,2025,1,12
Mid Blue Slim Fit Ultra Flex Jeans,2025-03-12,Men —  Jeans,1,43.2,14.4,Debit Card,12703,Wexford,Male,18–24,2025,1,12
Navy Chino Trousers,2025-03-12,Men — Trousers,3,108.0,52.92,Debit Card,5526,Dublin,Male,Category 18-24,2025,1,12
Floral Embroidered Kaftan,2025-03-12,Children — Girls Clothing,1,32.0,16.32,Credit Card,17931,Meath,Male,Category 55–64,2025,1,12
Rose Print Prom Dress,2025-03-12,Children  — Girls Clothing,2,66.6,30.34,Credit Card,5941,Dublin,Female,35-44,2025,1,12
White Colour Block T-Shirt,2025-03-12,Children —  Boys Clothing,2,45.0,22.95,Debit Card,19550,Kerry,Prefer not to say,Range 25-34,2025,1,13
Orange/Navy Shorts Three Pack,2025-03-13,Children — Girls Clothing,2,33.0,16.83,Credit Card,1491,Kildare,Male,25—34,2025,1,13
Metallic Cross Strap Block Heels,2025-03-13,Women — Shoes,1,58.5,22.75,Debit Card,7566,Dublin,Male,25-34,2025,1,13
Orange/Navy Shorts Three Pack,2025-03-13,Children — Girls Clothing,1,16.5,8.41,Debit Card,3723,Dublin,F,Range 45–54,2025,1,13
Navy Crew and Jogger Set,2025-03-14,Children — Boys Clothing,1,17.5,8.93,Credit Card,16672,Dublin,Prefer not to say,Range 25-34,2025,1,13
Blue Puff Sleeve T-shirt Five Pack,2025-03-14,Children — Girls Clothing,2,43.0,21.93,Credit Card,7816,Cork,Male,Category 25-34,2025,1,13
Pink Linen Blend Parallel Trousers,2025-03-14,Men — Trousers,2,70.0,34.3,Credit Card,18462,Wicklow,M,Category 18-24,2025,1,13
White Cropped Leggings,2025-03-14,Men — Trousers,1,35.0,17.15,Debit Card,3469,Clare,Female,Category 55-64,2025,1,13
Dark Wash Straight Fit Jeans,2025-03-14,Men  — Jeans,1,33.0,13.2,Debit Card,11222,Cork,Female,Group 35—44,2025,1,13
Lattice Runner,2025-03-14,Homeware —  Design,2,172.0,68.8,Credit Card,4556,Offaly,M,Range 35-44,2025,1,13
Lodge Women's Shirt,2025-03-14,Women — Tops,1,33.3,18.5,Debit Card,17772,Waterford,M,Range 45-54,2025,1,13
Dwellers Stool,2025-03-14,Homeware — Design,4,41.4,13.8,Credit Card,7922,Cork,M,Range 35–44,2025,1,13
White Tie and Shirt Set,2025-03-14,Men — Shirts,4,140.0,53.2,PayPal,16406,Donegal,Female,Group 45—54,2025,1,13
Lilac/Mint Long Sleeve Shirts,2025-03-15,Children — Girls Clothing,1,26.0,13.26,Debit  Card,10262,Westmeath,Female,Category 35—44,2025,1,13
Navy Linen Blend Dress,2025-03-15,Women —  Dresses,1,30.0,15.0,CC,7747,Cork,Male,Range 35—44,2025,1,13
Black Full Length Leggings,2025-03-15,Men — Trousers,1,46.0,22.54,Credit Card,4813,Leitrim,Female,Category 25–34,2025,1,13
